Won,Target,# Guesses,Guess 1,Guess 2,Guess 3,Guess 4,Guess 5,Guess 6,Guess 7,Guess 8,Guess 9,Guess 10
TRUE,gules,6,kinoo,utees,razes,gyves,glues,gules,,,,
TRUE,hosed,6,namma,boffs,hoper,hooey,hosel,hosed,,,,
TRUE,rotan,6,fends,clown,gazon,hokan,botan,rotan,,,,
TRUE,rimed,6,galvo,treen,dices,hided,riped,rimed,,,,
TRUE,carle,6,rovet,sheld,pulli,engle,acale,carle,,,,
TRUE,duits,6,alife,prior,chivy,skins,twits,duits,,,,
TRUE,adult,6,spans,firth,medoc,dabby,uvula,adult,,,,
TRUE,huffs,6,claik,peeoy,thund,jujus,vuggs,huffs,,,,
TRUE,apism,6,sleet,middy,pahos,jussi,agism,apism,,,,
TRUE,knish,6,ousel,savvy,jinns,chirm,twixt,knish,,,,
TRUE,firma,6,panga,cobra,luffa,keita,imvia,firma,,,,
TRUE,silyl,6,spole,situs,sirra,sibby,sigil,silyl,,,,
TRUE,heild,6,shiko,unity,briza,leigh,heidi,heild,,,,
TRUE,axers,6,senal,draba,atoms,aphis,avers,axers,,,,
TRUE,lesya,6,ifint,bajau,shoor,evese,leaky,lesya,,,,
TRUE,jerib,6,valyl,unwit,kreis,gobio,ferie,jerib,,,,
TRUE,corgi,6,utchy,jinni,beedi,capri,croci,corgi,,,,
TRUE,james,6,lucan,deers,waffs,basts,jakes,james,,,,
TRUE,gases,6,hiera,scowl,meany,paved,gazee,gases,,,,
TRUE,sheet,6,feest,alert,inept,exect,tweet,sheet,,,,
TRUE,talon,6,chalk,swift,petal,razor,taxon,talon,,,,
TRUE,inner,6,akpek,idler,icier,imber,inger,inner,,,,
TRUE,jules,6,sarin,yodel,teles,gules,pules,jules,,,,
TRUE,ramed,6,wanky,ratos,rammi,ramee,ramex,ramed,,,,
TRUE,scaup,6,bided,calla,okays,scart,scaff,scaup,,,,
TRUE,rhein,6,ketyl,awave,burgs,preen,odeon,rhein,,,,
TRUE,boden,6,issue,cowed,poret,boney,boxen,boden,,,,
TRUE,sermo,6,brood,pyran,cirri,sfree,sorts,sermo,,,,
TRUE,guide,6,hoard,bulls,queue,wudge,cutie,guide,,,,
TRUE,scoff,6,anted,piuri,clomb,shoos,scovy,scoff,,,,
TRUE,ascon,6,cocin,mecon,bacon,ancon,adcon,ascon,,,,
TRUE,coven,6,dizzy,capax,cello,crees,covet,coven,,,,
TRUE,casas,6,helot,murra,dingy,kvass,cabas,casas,,,,
TRUE,lerot,6,homos,jalor,kikoi,byron,duroc,lerot,,,,
TRUE,sphex,6,booze,annum,spelk,spivs,sprew,sphex,,,,
TRUE,jibby,6,fadme,orlon,byssi,ictic,gibby,jibby,,,,
TRUE,tipup,6,sawer,phony,blick,fugit,mixup,tipup,,,,
TRUE,lupid,6,byrri,jetes,audio,kufic,lupin,lupid,,,,
TRUE,laron,6,mphps,royet,aucan,dioon,gabon,laron,,,,
TRUE,cocco,6,dolts,booze,horah,comox,cocin,cocco,,,,
TRUE,ophic,6,tampa,espec,ugric,nonic,bilic,ophic,,,,
TRUE,ctene,6,ghoom,leaky,freet,spews,exede,ctene,,,,
TRUE,toshy,6,pinge,flask,mowth,yocco,sourd,toshy,,,,
TRUE,ushak,6,stoup,razee,audad,ungag,umiak,ushak,,,,
TRUE,varda,6,shaul,vened,vimpa,vajra,vacoa,varda,,,,
TRUE,femme,6,saxes,cuing,ketol,beery,vehme,femme,,,,
TRUE,relit,6,ascan,foggy,tekke,meiji,redux,relit,,,,
TRUE,resat,6,woken,belve,seats,deify,hecht,resat,,,,
TRUE,apres,6,fezes,lutes,arces,abyes,andes,apres,,,,
TRUE,hight,6,alada,untop,egret,twixt,immit,hight,,,,
TRUE,lutea,6,mossi,aluta,trypa,lenca,luffa,lutea,,,,
TRUE,chica,6,ponos,jamie,whaly,chufa,chita,chica,,,,
TRUE,cunit,6,lunes,punty,bunga,munch,tunic,cunit,,,,
TRUE,siree,6,shire,spane,smoke,sfree,scree,siree,,,,
TRUE,onkos,6,botch,dipsy,raffs,neons,mulls,onkos,,,,
TRUE,falls,6,bakra,dancy,tamus,waxes,salps,falls,,,,
TRUE,prese,6,gilds,unken,appay,shoot,femme,prese,,,,
TRUE,botan,6,aphis,jantu,relax,coman,bogan,botan,,,,
TRUE,vedet,6,cosec,tiler,bewet,genet,defet,vedet,,,,
TRUE,baham,6,ruses,nokta,pally,hadji,bamah,baham,,,,
TRUE,sharn,6,votes,kayan,curin,adawn,spann,sharn,,,,
TRUE,puton,6,judas,hurri,outby,gutte,cutup,puton,,,,
TRUE,relot,6,servo,telyn,belap,melic,eeler,relot,,,,
TRUE,saxon,6,lower,catch,japan,gabon,mason,saxon,,,,
TRUE,popsy,6,pixel,proto,puffy,pommy,possy,popsy,,,,
TRUE,carte,6,chaka,cloop,cassy,cadet,carne,carte,,,,
TRUE,unrig,6,zamia,greit,noric,burin,unrip,unrig,,,,
TRUE,zeins,6,glene,quina,poind,skins,twins,zeins,,,,
TRUE,chave,6,umiaq,cores,cleft,chank,chaya,chave,,,,
TRUE,tawny,6,wreck,babus,talli,tanto,tampa,tawny,,,,
TRUE,scone,6,japes,stent,sound,shine,slone,scone,,,,
TRUE,upfly,6,kazoo,bundu,whiss,creem,fluyt,upfly,,,,
TRUE,yezdi,6,holey,afara,kumni,bessi,petti,yezdi,,,,
TRUE,torts,6,dubhe,tisar,topsl,towns,torcs,torts,,,,
TRUE,auxin,6,avant,arnee,apish,affix,albin,auxin,,,,
TRUE,bouge,6,pecht,diego,smrgs,bange,bowge,bouge,,,,
TRUE,asgmt,6,cleve,motts,fusht,brant,agist,asgmt,,,,
TRUE,havel,6,pioxe,rekey,waled,lanes,cavel,havel,,,,
TRUE,segue,6,rumor,wanny,feest,seize,selle,segue,,,,
TRUE,darky,6,glink,cuvee,wafty,dassy,darby,darky,,,,
TRUE,burys,6,timed,jacky,loros,gurus,burns,burys,,,,
TRUE,acari,6,heben,cufic,alkyd,agsam,apart,acari,,,,
TRUE,morra,6,dries,halfa,pukka,corta,morga,morra,,,,
TRUE,techy,6,kosin,razee,upcut,yecch,decyl,techy,,,,
TRUE,amadi,6,galey,vinta,romps,chawk,imaum,amadi,,,,
TRUE,pleny,6,sparm,vicky,gulfy,nonny,pheny,pleny,,,,
TRUE,atelo,6,haded,sprig,eveck,bueno,aweto,atelo,,,,
TRUE,tutty,6,jowar,queme,nucin,lusus,guffy,tutty,,,,
TRUE,gnide,6,ruche,baske,didie,ixtle,opine,gnide,,,,
TRUE,amene,6,yarke,fodge,scuse,velte,inane,amene,,,,
TRUE,senso,6,cower,upbuy,slone,seams,sexto,senso,,,,
TRUE,zamia,6,samen,yampa,gamma,damia,lamia,zamia,,,,
TRUE,fryer,6,lepre,admit,eveck,unson,fhrer,fryer,,,,
TRUE,stack,6,spied,scray,sauna,stats,stalk,stack,,,,
TRUE,onset,6,alala,shift,evert,knout,oncet,onset,,,,
TRUE,cavie,6,peeve,toise,clyde,craze,civie,cavie,,,,
TRUE,kniaz,6,otomi,birch,neffy,susan,axial,kniaz,,,,
TRUE,restr,6,ferae,demob,newsy,secus,helix,restr,,,,
TRUE,shurf,6,lunas,dowdy,breck,tipup,shush,shurf,,,,
TRUE,bassi,6,tarin,balls,baiza,bahoe,bagdi,bassi,,,,
TRUE,manso,6,fumid,leste,carps,manny,manga,manso,,,,
TRUE,metho,6,leste,begum,tetch,retia,netop,metho,,,,
TRUE,nests,6,picus,oasts,hests,rests,vests,nests,,,,
TRUE,mauri,6,wiled,casts,yappy,mahri,maori,mauri,,,,
TRUE,dowdy,6,yfere,dupla,dojos,dotty,doddy,dowdy,,,,
TRUE,stunt,6,pipid,ferny,taunt,mount,blunt,stunt,,,,
TRUE,youve,6,squab,wrung,pluff,chute,veuve,youve,,,,
TRUE,kumni,6,squad,genom,bilin,thruv,yummy,kumni,,,,
TRUE,ctimo,6,shorn,aliya,guige,idiot,twick,ctimo,,,,
TRUE,stirp,6,gents,chaff,trust,worky,spill,stirp,,,,
TRUE,awald,6,stoic,wynne,glaux,drawk,abamp,awald,,,,
TRUE,width,6,taxes,wooly,wight,windz,witch,width,,,,
TRUE,rakis,6,detat,archy,spoon,jabul,maria,rakis,,,,
TRUE,monel,6,labra,duvet,hopes,women,coney,monel,,,,
TRUE,quack,6,wynne,shiko,ratal,abamp,quauk,quack,,,,
TRUE,fulah,6,riced,kakas,gloam,upbay,thuan,fulah,,,,
TRUE,thema,6,pupal,frden,aecia,kosha,tmema,thema,,,,
TRUE,listy,6,picky,gibby,filmy,sixty,disty,listy,,,,
TRUE,afifi,6,yojan,slask,gagee,artha,awiwi,afifi,,,,
TRUE,struv,6,heinz,tauts,mussy,vogul,upcut,struv,,,,
TRUE,mirky,6,drift,luaus,ngoko,jerky,birky,mirky,,,,
TRUE,texas,6,litch,roofy,zante,djuka,tepas,texas,,,,
TRUE,goths,6,lathy,metho,kiths,ruths,soths,goths,,,,
TRUE,jowly,6,zendo,vicar,oxbow,solum,loopy,jowly,,,,
TRUE,bezan,6,loasa,taked,amhar,picae,bugan,bezan,,,,
TRUE,hodad,6,janus,cloof,airth,kempy,gogga,hodad,,,,
TRUE,pinky,6,fusil,benty,kinky,zinky,dinky,pinky,,,,
TRUE,avert,6,larry,hoars,twirp,exurb,metra,avert,,,,
TRUE,sisal,6,gouda,hymns,epist,bajri,lilac,sisal,,,,
TRUE,aware,6,jambs,kileh,rugae,acone,arere,aware,,,,
TRUE,sirex,6,wizen,pipes,hired,vireo,siree,sirex,,,,
TRUE,porta,6,segos,ruach,pipal,porky,porto,porta,,,,
TRUE,roche,6,tuism,array,gweed,bench,hoove,roche,,,,
TRUE,sarod,6,ganja,wavey,maris,barbu,darst,sarod,,,,
TRUE,patas,6,vison,razes,caphs,latus,watts,patas,,,,
TRUE,dumba,6,stosh,uvala,crena,dwyka,dubba,dumba,,,,
TRUE,jenna,6,lithi,bruce,dawdy,poops,anama,jenna,,,,
TRUE,patty,6,pools,puppy,pirny,paddy,pawky,patty,,,,
TRUE,vexed,6,oxeye,cagui,tells,refed,vened,vexed,,,,
TRUE,puled,6,clary,mitts,bueno,kudzu,pulex,puled,,,,
TRUE,krina,6,oxbow,unred,gasps,tilak,charm,krina,,,,
TRUE,proud,6,stope,gooma,clour,drouk,vrouw,proud,,,,
TRUE,twink,6,pinus,hazer,imido,glint,twiny,twink,,,,
TRUE,leeks,6,ursal,immew,keefs,peens,heels,leeks,,,,
TRUE,meloe,6,graft,swims,uzbek,polje,chloe,meloe,,,,
TRUE,boars,6,jokes,moors,coirs,fours,dorrs,boars,,,,
TRUE,crock,6,shrag,levet,cymry,connu,crood,crock,,,,
TRUE,akebi,6,award,agues,acone,ately,akeki,akebi,,,,
TRUE,sprot,6,melee,warch,porry,furud,strip,sprot,,,,
TRUE,imago,6,accel,groow,jubas,hypho,nondo,imago,,,,
TRUE,upleg,6,kofta,pyxie,seems,dunch,uller,upleg,,,,
TRUE,kecks,6,miauw,order,tetch,kevyn,keeks,kecks,,,,
TRUE,glebe,6,topoi,cakes,nuque,feere,glede,glebe,,,,
TRUE,cosmo,6,gunky,ticca,merse,swoop,combs,cosmo,,,,
TRUE,savoy,6,dress,clint,hypha,soggy,savvy,savoy,,,,
TRUE,woold,6,anama,sieve,wodgy,wolof,world,woold,,,,
TRUE,yeggs,6,kiwai,coley,setup,needs,herms,yeggs,,,,
TRUE,ingle,6,ulvan,resid,whick,foxly,gibli,ingle,,,,
TRUE,rille,6,jells,hillo,filla,gilly,ville,rille,,,,
TRUE,melon,6,agave,spoky,couch,wield,relot,melon,,,,
TRUE,syren,6,gazer,oylet,bysen,hymen,eyren,syren,,,,
TRUE,fisty,6,apian,cisco,wised,lists,misty,fisty,,,,
TRUE,modge,6,fifty,blurb,masse,meece,momme,modge,,,,
TRUE,rojak,6,uzbak,chyak,troak,kaiak,oolak,rojak,,,,
TRUE,gilpy,6,gujar,gelid,golgi,gilts,gilly,gilpy,,,,
TRUE,detin,6,prela,edits,fuggy,nikon,deben,detin,,,,
TRUE,heezy,6,cozes,erwin,peaty,feely,heedy,heezy,,,,
TRUE,oculi,6,weigh,croci,sansi,filii,topoi,oculi,,,,
TRUE,torsk,6,tesla,tikur,tofts,toddy,toosh,torsk,,,,
TRUE,edict,6,gumbo,visne,alway,terek,ccitt,edict,,,,
TRUE,wants,6,gauds,rases,kamis,bahts,facts,wants,,,,
TRUE,spumy,6,kevan,crows,dishy,muzzy,upbuy,spumy,,,,
TRUE,ignaw,6,roguy,miasm,anile,tchwi,ganga,ignaw,,,,
TRUE,poohs,6,tommy,coble,rogan,kosos,foods,poohs,,,,
TRUE,akeki,6,manta,fours,ideal,keech,viewy,akeki,,,,
TRUE,yahoo,6,stewy,khaja,lipic,bungo,yazoo,yahoo,,,,
TRUE,ploce,6,sucre,jembe,twine,agape,poove,ploce,,,,
TRUE,moity,6,jubbe,waspy,coyly,goofy,toity,moity,,,,
TRUE,volow,6,fhrer,aboma,snits,lully,colog,volow,,,,
TRUE,arras,6,digor,sunna,helas,rajas,atmas,arras,,,,
TRUE,uvver,6,almug,foyer,ewder,inker,upper,uvver,,,,
TRUE,spath,6,erick,swoun,sayal,shama,stash,spath,,,,
TRUE,hecks,6,rumly,cafiz,stops,becks,decks,hecks,,,,
TRUE,cubed,6,hoyle,regna,iseum,uzbek,cubeb,cubed,,,,
TRUE,amsel,6,wisen,essex,jasey,coset,mused,amsel,,,,
TRUE,ibota,6,cunit,dooly,frosh,kiowa,aboma,ibota,,,,
TRUE,beigy,6,slype,wifed,unarm,cooth,xxiii,beigy,,,,
TRUE,moody,6,bawra,flipe,donsy,hoody,goody,moody,,,,
TRUE,endia,6,meats,wigan,habbe,duddy,ardea,endia,,,,
TRUE,angus,6,ayins,areas,alums,ankus,anous,angus,,,,
TRUE,whewl,6,bemat,surly,ginzo,flche,expel,whewl,,,,
TRUE,fecit,6,manba,still,tirer,cohog,fytte,fecit,,,,
TRUE,ketch,6,honan,germy,zeist,bedew,peuhl,ketch,,,,
TRUE,burez,6,ratha,dikes,guyer,culex,fuzee,burez,,,,
TRUE,knack,6,mouls,bejan,gardy,chint,kwapa,knack,,,,
TRUE,irous,6,ronde,wiyot,shama,flics,kurus,irous,,,,
TRUE,acrab,6,kissy,weeze,nardu,borgh,abram,acrab,,,,
TRUE,rammy,6,trams,chime,dogma,valmy,mammy,rammy,,,,
TRUE,sulla,6,choil,uzara,leuma,gutta,duppa,sulla,,,,
TRUE,ronni,6,kiter,humph,idola,yobbo,conic,ronni,,,,
TRUE,unpot,6,choak,simul,enter,undon,unbog,unpot,,,,
TRUE,ovism,6,fuggy,pivot,behew,radix,socko,ovism,,,,
TRUE,uckia,6,vidua,krosa,yampa,gutta,ennia,uckia,,,,
TRUE,gripy,6,blahs,pique,moron,crick,tript,gripy,,,,
TRUE,stipo,6,knout,decoy,oasis,smith,spiro,stipo,,,,
TRUE,windz,6,enema,tugui,hylic,dioon,birks,windz,,,,
TRUE,rural,6,abaff,pleon,sculk,hamal,rugal,rural,,,,
TRUE,ewhow,6,aveny,jemez,hurst,iodid,flowk,ewhow,,,,
TRUE,sodic,6,sitka,smich,slopy,susie,sonic,sodic,,,,
TRUE,poppa,6,leafs,jorum,hogan,tokyo,covid,poppa,,,,
TRUE,trams,6,filea,cobby,urutu,wraps,drams,trams,,,,
TRUE,stain,6,senci,sprag,solum,savin,sysin,stain,,,,
TRUE,miffs,6,lushy,katar,spics,downs,ziffs,miffs,,,,
TRUE,kelly,6,pings,flowe,rebut,hemad,yelek,kelly,,,,
TRUE,skyey,6,ziffs,colat,bussu,edder,hymen,skyey,,,,
TRUE,popie,6,pluma,piing,prows,peeoy,potto,popie,,,,
TRUE,poley,6,spurs,bamah,oldie,felon,polyp,poley,,,,
TRUE,abhor,6,mirid,wonts,freya,oulap,ghbor,abhor,,,,
TRUE,bajau,6,vinos,terek,lully,cabda,papaw,bajau,,,,
TRUE,alive,6,gyges,rethe,bowie,valve,knive,alive,,,,
TRUE,chard,6,ursus,copra,clart,chare,chary,chard,,,,
TRUE,sabia,6,facto,bagle,vanda,jarra,sauba,sabia,,,,
TRUE,seels,6,twite,possy,shams,scuds,serfs,seels,,,,
TRUE,obley,6,smift,agony,debby,cokey,purey,obley,,,,
TRUE,woden,6,abyes,pulex,diker,tozee,coden,woden,,,,
TRUE,noria,6,yobbo,sodas,joint,couve,morin,noria,,,,
TRUE,eyrer,6,pratt,norse,kerry,lurch,mirid,eyrer,,,,
TRUE,dorad,6,heads,aunty,cabob,pooli,mowra,dorad,,,,
TRUE,plote,6,hawky,poled,pests,plotx,plott,plote,,,,
TRUE,pepsi,6,dompt,rajah,weeks,vexil,sensu,pepsi,,,,
TRUE,oncer,6,frost,hying,vexed,unweb,onker,oncer,,,,
TRUE,drisk,6,afray,moise,thisn,pliss,brisk,drisk,,,,
TRUE,gruff,6,wenny,miaul,chook,trubu,drugs,gruff,,,,
TRUE,frags,6,papaw,undry,stite,arrha,frock,frags,,,,
TRUE,gravy,6,aiger,kuman,hotly,barry,grapy,gravy,,,,
TRUE,prepn,6,splad,bemix,quegh,eject,onery,prepn,,,,
TRUE,whist,6,plumy,rfree,absit,vingt,chiot,whist,,,,
TRUE,nexum,6,jalee,sussy,found,twirp,keech,nexum,,,,
TRUE,awash,6,styan,weeda,cuifs,aggro,abask,awash,,,,
TRUE,osset,6,tweel,gyred,mokes,habet,oncet,osset,,,,
TRUE,leche,6,dumba,volts,grief,chewy,lench,leche,,,,
TRUE,nehru,6,dream,piton,sulks,jerez,heygh,nehru,,,,
TRUE,swans,6,mussy,aholt,nanas,czars,spans,swans,,,,
TRUE,colat,6,pudge,bronk,mahwa,ollas,filao,colat,,,,
TRUE,gondi,6,based,rigor,intnl,chomp,noddi,gondi,,,,
TRUE,mince,6,herba,sluig,eveck,yince,wince,mince,,,,
TRUE,spaik,6,fodge,imams,scaul,swank,shark,spaik,,,,
TRUE,budge,6,fogas,cundy,queue,burke,butle,budge,,,,
TRUE,iglus,6,podia,cumly,skite,rings,illus,iglus,,,,
TRUE,sewer,6,gibli,tryma,skeps,sound,sereh,sewer,,,,
TRUE,mumps,6,rammi,lumps,tumps,pumps,dumps,mumps,,,,
TRUE,gleit,6,basis,dowie,genic,gitim,gleir,gleit,,,,
TRUE,flunk,6,kythe,grama,divus,junco,fluff,flunk,,,,
TRUE,knell,6,druse,phono,canel,vigil,xylyl,knell,,,,
TRUE,looky,6,freyr,hajji,pocus,bobby,zooty,looky,,,,
TRUE,abear,6,shapy,tabid,anorn,armer,abkar,abear,,,,
TRUE,ureic,6,imine,pavid,serio,kilij,urbic,ureic,,,,
TRUE,minks,6,nibby,virga,disme,kiwis,licks,minks,,,,
TRUE,mensk,6,watts,chirl,skyey,emove,pendn,mensk,,,,
TRUE,combe,6,reign,muled,pashm,joyce,bombe,combe,,,,
TRUE,wakif,6,avale,ounds,jazzy,hatti,kakar,wakif,,,,
TRUE,randn,6,flisk,catha,gauby,zazen,damon,randn,,,,
TRUE,cutes,6,downs,metis,patas,jutes,lutes,cutes,,,,
TRUE,thine,6,fubby,kokra,didst,lexic,etwee,thine,,,,
TRUE,tachs,6,dinah,humus,coles,typps,tahrs,tachs,,,,
TRUE,quoad,6,gaurs,cumbu,queet,quink,quaff,quoad,,,,
TRUE,eight,6,newts,choke,fremt,duvet,aillt,eight,,,,
TRUE,canny,6,laden,sagai,manoc,jantu,ranny,canny,,,,
TRUE,carpi,6,khond,weets,jumma,carry,carli,carpi,,,,
TRUE,meiji,6,stalk,hoove,bundu,gerip,fezzy,meiji,,,,
TRUE,cored,6,marci,duret,forex,coree,corey,cored,,,,
TRUE,thrax,6,speck,anniv,mooth,burga,warly,thrax,,,,
TRUE,pians,6,axile,butyn,pasha,pomak,prand,pians,,,,
TRUE,ovant,6,cider,zakah,jugum,wooly,opata,ovant,,,,
TRUE,nauch,6,ruely,stunk,izumi,chubb,wauch,nauch,,,,
TRUE,areek,6,waird,recks,toper,ankee,allez,areek,,,,
TRUE,mimir,6,spina,freed,horim,vizir,mikir,mimir,,,,
TRUE,mocks,6,sippy,owser,hucks,facks,cocks,mocks,,,,
TRUE,ricey,6,onion,regle,rasty,rubby,ricky,ricey,,,,
TRUE,doled,6,maqui,troch,kosos,wodgy,boned,doled,,,,
TRUE,schmo,6,teiid,wuzzy,oskar,mogos,cholo,schmo,,,,
TRUE,cheep,6,needy,crewe,coeff,cheki,cheet,cheep,,,,
TRUE,fondu,6,perse,datto,jolly,moong,cocin,fondu,,,,
TRUE,sneck,6,doggy,vates,klick,chuck,speck,sneck,,,,
TRUE,typps,6,dally,crust,bisti,phene,stomp,typps,,,,
TRUE,rafts,6,farci,tanya,habbe,mauts,oasts,rafts,,,,
TRUE,sayid,6,kutta,damar,wasel,sabby,sagos,sayid,,,,
TRUE,tekke,6,teaey,terns,tellt,teuch,tempe,tekke,,,,
TRUE,spice,6,skiey,slide,suine,stime,shice,spice,,,,
TRUE,msink,6,maneh,molto,mysid,mirks,mnium,msink,,,,
TRUE,cycle,6,boyar,puffy,nevel,zills,ettle,cycle,,,,
TRUE,mosks,6,lytta,force,bongo,iodid,soups,mosks,,,,
TRUE,hypos,6,cycad,tyees,mysis,byous,gyros,hypos,,,,
TRUE,bacin,6,unray,beths,bilic,bania,bavin,bacin,,,,
TRUE,panse,6,mauls,safer,passo,patsy,paisa,panse,,,,
TRUE,sebum,6,puggi,boryl,cebus,zebub,debut,sebum,,,,
TRUE,whort,6,bunga,sippy,emeer,lotto,croft,whort,,,,
TRUE,callo,6,veers,yummy,chian,cabda,capot,callo,,,,
TRUE,exite,6,ghoul,icica,skins,edify,evite,exite,,,,
TRUE,bebop,6,ruach,stime,kneed,pobby,bebog,bebop,,,,
TRUE,bulby,6,blake,butts,budgy,buzzy,bubby,bulby,,,,
TRUE,narra,6,bally,paren,sargo,tarmi,nardu,narra,,,,
TRUE,wrick,6,unsex,malam,obiit,chizz,prick,wrick,,,,
TRUE,grype,6,glows,gurge,grete,grame,gryde,grype,,,,
TRUE,pacos,6,hiren,sagas,bauds,malms,tacks,pacos,,,,
TRUE,pinic,6,other,skids,bialy,jinni,minim,pinic,,,,
TRUE,rebed,6,tenno,kebab,lebes,weber,rebeg,rebed,,,,
TRUE,zoner,6,dayak,beset,viler,gofer,moner,zoner,,,,
TRUE,carry,6,halfy,gauby,carty,carny,carvy,carry,,,,
TRUE,scoot,6,allyl,feeds,gombo,quink,swoop,scoot,,,,
TRUE,formy,6,bines,calor,moody,rouky,forty,formy,,,,
TRUE,rerub,6,armit,coned,slush,furzy,verve,rerub,,,,
TRUE,druid,6,leady,thorp,kings,frizz,brubu,druid,,,,
TRUE,filii,6,bouto,scaff,kefir,pipid,filix,filii,,,,
TRUE,colon,6,breck,namda,tonto,coils,cogon,colon,,,,
TRUE,azans,6,romeo,unlid,basan,khaya,swaps,azans,,,,
TRUE,brank,6,lappa,micks,jorge,ayuyu,whank,brank,,,,
TRUE,bearm,6,seige,jenny,perca,dealt,rearm,bearm,,,,
TRUE,roods,6,oxter,cnida,howdy,poods,goods,roods,,,,
TRUE,dogal,6,kylie,ganga,accur,blahs,dotal,dogal,,,,
TRUE,spaid,6,reask,hoagy,bwana,scalp,staid,spaid,,,,
TRUE,olden,6,coved,sweep,janet,muley,drier,olden,,,,
TRUE,radix,6,imbed,hatti,caupo,nakir,varix,radix,,,,
TRUE,snapy,6,sence,slask,shang,smart,snaff,snapy,,,,
TRUE,pitch,6,mikie,situs,witan,jitro,ditch,pitch,,,,
TRUE,boget,6,links,redue,aweto,typey,bobet,boget,,,,
TRUE,wanze,6,smews,piked,bahur,cagot,layne,wanze,,,,
TRUE,korec,6,girds,marah,corke,porty,boron,korec,,,,
TRUE,gilim,6,jakob,frere,suddy,villi,tilth,gilim,,,,
TRUE,ginzo,6,murra,shelf,bynin,jingo,kinoo,ginzo,,,,
TRUE,domic,6,cower,soulx,tophi,mobby,doggo,domic,,,,
TRUE,shews,6,deans,orles,piths,cuffs,whews,shews,,,,
TRUE,lunes,6,volet,green,baked,puces,fuzes,lunes,,,,
TRUE,feods,6,escar,twits,lulls,obeys,pends,feods,,,,
TRUE,jehup,6,farse,cleek,vomit,genny,bedub,jehup,,,,
TRUE,schul,6,ogees,sunny,shraf,sluit,schuh,schul,,,,
TRUE,hooka,6,sorex,conny,boult,hopak,howff,hooka,,,,
TRUE,melos,6,kagus,wipes,rends,hells,melts,melos,,,,
TRUE,whiny,6,peppy,scaly,fudgy,zooty,ribby,whiny,,,,
TRUE,uinal,6,deota,spary,alvan,unlax,umiac,uinal,,,,
TRUE,tiang,6,prude,skill,chait,jnana,omani,tiang,,,,
TRUE,insue,6,makar,coxes,hippi,gutsy,edile,insue,,,,
TRUE,bushi,6,glair,smoke,chubs,tipup,bushy,bushi,,,,
TRUE,berat,6,quods,maneh,aeric,verge,beryx,berat,,,,
TRUE,tasks,6,tayer,taipi,tanka,talks,tacks,tasks,,,,
TRUE,tythe,6,genus,ecize,prote,atake,thyme,tythe,,,,
TRUE,desyl,6,logia,ytter,feuds,kench,weeze,desyl,,,,
TRUE,monie,6,burps,hinch,kenaf,gonzo,monty,monie,,,,
TRUE,adure,6,husht,boong,aquae,amuze,aruke,adure,,,,
TRUE,buchu,6,sirki,abaca,venue,pooty,cluff,buchu,,,,
TRUE,clasp,6,chama,clapt,clack,clair,class,clasp,,,,
TRUE,leany,6,gleys,china,dawny,emony,bunny,leany,,,,
TRUE,deddy,6,theor,dubby,dewey,deify,delay,deddy,,,,
TRUE,saids,6,gease,sclim,softa,skiwy,saiph,saids,,,,
TRUE,tweel,6,bugre,tanha,tempi,totty,tsked,tweel,,,,
TRUE,manet,6,priam,layed,hazes,ganev,janet,manet,,,,
TRUE,tacan,6,quoth,facia,macaw,yacal,cacas,tacan,,,,
TRUE,repen,6,arace,bombo,getfd,renew,repel,repen,,,,
TRUE,voile,6,winer,lobus,dolia,cocco,fogle,voile,,,,
TRUE,milia,6,adusk,tanto,zebec,grama,villa,milia,,,,
TRUE,ruana,6,meril,stacc,drank,xoana,guana,ruana,,,,
TRUE,adopt,6,moyle,dicks,taxor,putto,gnawn,adopt,,,,
TRUE,spode,6,habit,cures,devon,fleme,spoke,spode,,,,
TRUE,tabla,6,helas,lucky,amiga,paola,nabla,tabla,,,,
TRUE,avick,6,elong,bumfs,whipt,xxiii,kaiak,avick,,,,
TRUE,milpa,6,pleon,vakia,luffa,higra,sicca,milpa,,,,
TRUE,albus,6,solus,annus,accus,arius,aldus,albus,,,,
TRUE,peaty,6,toros,wecht,lendu,ketty,meaty,peaty,,,,
TRUE,rusot,6,loric,deynt,whart,skout,gruft,rusot,,,,
TRUE,pical,6,harns,metif,guaba,cocao,xicak,pical,,,,
TRUE,isort,6,dovey,quira,knorr,sport,whort,isort,,,,
TRUE,reink,6,india,loser,brizz,juice,keith,reink,,,,
TRUE,soppy,6,shoon,soddy,sorty,souly,soaky,soppy,,,,
TRUE,deave,6,panna,oddly,turki,meach,deads,deave,,,,
TRUE,tarre,6,doges,ferri,purre,harre,barre,tarre,,,,
TRUE,agene,6,kilah,cueca,doest,areng,amene,agene,,,,
TRUE,heygh,6,tarai,cogon,pudge,elegy,hewgh,heygh,,,,
TRUE,brach,6,melon,babka,biffy,bught,brass,brach,,,,
TRUE,isnad,6,wyled,unadd,aphid,fiord,batad,isnad,,,,
TRUE,garon,6,fille,japyx,harka,marcs,garbo,garon,,,,
TRUE,orkey,6,honda,tewel,yquem,giber,pyrex,orkey,,,,
TRUE,offal,6,mools,pinup,areek,datto,flyby,offal,,,,
TRUE,caffa,6,wharf,pical,gasts,fadme,kafka,caffa,,,,
